Artist,Title,Track,Album,Year,Genre,Length,Bitrate
The Adventures of Duane & BrandO,Super Mario Brothers,22,LP of Devastation,2009,,02:45,320
The Adventures of Duane & BrandO,Super Mario Brothers 2,23,LP of Devastation,2009,,03:38,320
The Adventures of Duane & BrandO,Tetris,24,LP of Devastation,2009,,02:59,320
The Adventures of Duane & BrandO,The Carpet is Lava,25,LP of Devastation,2009,,01:23,320
The Adventures of Duane & BrandO,The Legend of Zelda,26,LP of Devastation,2009,,04:13,320
The Adventures of Duane & BrandO,The Legend of Zelda II,27,LP of Devastation,2009,,06:43,320
The Adventures of Duane & BrandO,Guerilla War,28,LP of Devastation,2009,,02:16,320
The Adventures of Duane & BrandO,Super Mario Brothers (Apathetic Mix),29,LP of Devastation,2009,,02:19,320
The All-American Rejects,Dirty Little Secret,01,Move Along,2005,Power Pop,03:15,292
The All-American Rejects,Stab My Back,02,Move Along,2005,Power Pop,03:12,281
The All-American Rejects,Move Along,03,Move Along,2005,Power Pop,04:02,285
The All-American Rejects,It Ends Tonight,04,Move Along,2005,Power Pop,04:06,284
The All-American Rejects,Change Your Mind,05,Move Along,2005,Power Pop,03:42,278
The All-American Rejects,Night Drive,06,Move Along,2005,Power Pop,03:27,285
The All-American Rejects,11:11 p.m.,07,Move Along,2005,Power Pop,03:06,285
The All-American Rejects,Dance Inside,08,Move Along,2005,Power Pop,04:04,266
The All-American Rejects,Top Of The World,09,Move Along,2005,Power Pop,03:27,283
The All-American Rejects,Straitjacket Feeling,10,Move Along,2005,Power Pop,03:39,275
The All-American Rejects,I'm Waiting,11,Move Along,2005,Power Pop,03:39,287
The All-American Rejects,Can't Take It,12,Move Along,2005,Power Pop,02:52,290
The Allman Brothers Band,Ain't Wastin' Time No More,01,Eat A Peach,1972,Southern Rock,03:42,224
The Allman Brothers Band,Les Brers In A Minor,02,Eat A Peach,1972,Southern Rock,09:07,224
The Allman Brothers Band,Melissa,03,Eat A Peach,1972,Southern Rock,03:56,224
The Allman Brothers Band,Mountain Jam,04,Eat A Peach,1972,Southern Rock,33:41,224
The Allman Brothers Band,One Way Out,05,Eat A Peach,1972,Southern Rock,04:58,224
The Allman Brothers Band,Trouble No More,06,Eat A Peach,1972,Southern Rock,03:45,224
The Allman Brothers Band,Stand Back,07,Eat A Peach,1972,Southern Rock,03:27,224
The Allman Brothers Band,Blue Sky,08,Eat A Peach,1972,Southern Rock,05:11,224
The Allman Brothers Band,Little Martha,09,Eat A Peach,1972,Southern Rock,02:07,224
The Aquabats,For Your Own Safety,01,Charge,2005,Ska,00:06,225
The Aquabats,Fashion Zombies,02,Charge,2005,Ska,03:16,234
The Aquabats,Stuck in a Movie,03,Charge,2005,Ska,02:48,217
The Aquabats,Tiger Rider Vs. the Time Sprinkler,04,Charge,2005,Ska,02:25,239
The Aquabats,Nerd Alert,05,Charge,2005,Ska,03:14,228
The Aquabats,Plastic Lips,06,Charge,2005,Ska,02:42,230
The Aquabats,Look at Me Im a Winner,07,Charge,2005,Ska,03:35,225
The Aquabats,Hot Sumer Nights (Wont Last Forever),08,Charge,2005,Ska,03:50,209
The Aquabats,Meltdown,09,Charge,2005,Ska,03:38,228
The Aquabats,Mechanical Ape,10,Charge,2005,Ska,03:06,218
The Aquabats,Demolition Rickshaw,11,Charge,2005,Ska,03:14,239
The Aquabats,Waterslides,12,Charge,2005,Ska,03:48,204
The Aquabats,Awesome Forces,13,Charge,2005,Ska,02:51,240
The Aquabats,Adventure Today,,Myths Legends and Other Amazin,,Rock,02:55,192
The Aquabats,Danger Woman,,Myths Legends and Other Amazin,,Rock,03:43,192
The Aquabats,Dear Spike,,Myths Legends and Other Amazin,,Rock,04:04,192
The Aquabats,Hey Luno,,Myths Legends and Other Amazin,,Rock,02:48,192
The Aquabats,I Fell Asleep On My Arm,,Myths Legends and Other Amazin,,Rock,04:02,192
The Aquabats,Pizza Day,,Myths Legends and Other Amazin,,Rock,04:04,192
The Aquabats,Pool Party,,Myths Legends and Other Amazin,,Rock,04:15,192
The Aquabats,Radiation Song,,Myths Legends and Other Amazin,,Rock,03:23,192
The Aquabats,Robot Theme Song,,Myths Legends and Other Amazin,,Rock,01:05,192
The Aquabats,Sandyface,,Myths Legends and Other Amazin,,Rock,02:58,192
The Aquabats,The Baker,,Myths Legends and Other Amazin,,Rock,03:47,192
The Aquabats,The Wild Sea,,Myths Legends and Other Amazin,,Rock,05:45,192
The Aquabats,Worms Make Dirt,,Myths Legends and Other Amazin,,Rock,02:50,192
The Aquabats,Super Rad!,01,The Fury of ... The Aquabats!,1997,Ska,03:02,320
The Aquabats,Red Sweater!,02,The Fury of ... The Aquabats!,1997,Ska,03:24,320
The Aquabats,Magic Chicken!,03,The Fury of ... The Aquabats!,1997,Ska,03:41,320
The Aquabats,Fight Song!,04,The Fury of ... The Aquabats!,1997,Ska,01:13,320
The Aquabats,Cat With 2 Heads!,05,The Fury of ... The Aquabats!,1997,Ska,03:01,320
The Aquabats,The Story Of Nothing!,06,The Fury of ... The Aquabats!,1997,Ska,02:54,320
The Aquabats,Captain Hampton And The Midget Pirates!,07,The Fury of ... The Aquabats!,1997,Ska,04:04,320
The Aquabats,Martian Girl!,08,The Fury of ... The Aquabats!,1997,Ska,02:46,320
The Aquabats,Attacked By Snakes!,09,The Fury of ... The Aquabats!,1997,Ska,05:01,320
The Aquabats,Idiot Box!,10,The Fury of ... The Aquabats!,1997,Ska,02:00,320
The Aquabats,Powdered Milk Man!,11,The Fury of ... The Aquabats!,1997,Ska,03:04,320
The Aquabats,My Skateboard!,12,The Fury of ... The Aquabats!,1997,Ska,02:43,320
The Aquabats,Phantasma Del Mar!,13,The Fury of ... The Aquabats!,1997,Ska,03:12,320
The Aquabats,Lobster Bucket!,14,The Fury of ... The Aquabats!,1997,Ska,02:42,320
The Aquabats,Theme Song!,15,The Fury of ... The Aquabats!,1997,Ska,01:49,320
The Aquabats,Playdough!,16,The Fury of ... The Aquabats!,1997,Ska,06:43,320
The Aquabats,Playdough,01,The Return Of The Aquabats,1996,Other,03:40,128
The Aquabats,Martian Girl,02,The Return Of The Aquabats,1996,Other,03:45,128
The Aquabats,Ska Robot Army,03,The Return Of The Aquabats,1996,Other,02:11,128
The Aquabats,Idiot Box,04,The Return Of The Aquabats,1996,Other,02:11,128
The Aquabats,Pinch And Roll,05,The Return Of The Aquabats,1996,Other,04:20,128
The Aquabats,Tarantula,06,The Return Of The Aquabats,1996,Other,03:42,128
The Aquabats,Marshmallow Man,07,The Return Of The Aquabats,1996,Other,02:58,128
The Aquabats,Aquabat March,08,The Return Of The Aquabats,1996,Other,03:14,128
The Aquabats,CD Repo Man,09,The Return Of The Aquabats,1996,Other,03:17,128
The Aquabats,It's Crazy Man,10,The Return Of The Aquabats,1996,Other,05:06,128
The Ataris,Bite My Tongue,01,Anywhere But Here,2002,Rock,01:34,192
The Ataris,Make It Last,02,Anywhere But Here,2002,Rock,01:39,192
The Ataris,Clara,03,Anywhere But Here,2002,Rock,01:47,192
The Ataris,As We Speak,04,Anywhere But Here,2002,Rock,01:01,192
The Ataris,Blind and Unkind,05,Anywhere But Here,2002,Rock,01:33,192
The Ataris,Take Me Back,06,Anywhere But Here,2002,Rock,01:50,192
The Ataris,Lately,07,Anywhere But Here,2002,Rock,01:43,192
The Ataris,Let It Go,08,Anywhere But Here,2002,Rock,01:26,192
The Ataris,Alone in Santa Cruz,09,Anywhere But Here,2002,Rock,01:42,192
The Ataris,Boxcar,10,Anywhere But Here,2002,Rock,01:58,192
The Ataris,Are We There Yet?,11,Anywhere But Here,2002,Rock,01:06,192
The Ataris,Anderson,12,Anywhere But Here,2002,Rock,01:57,192
The Ataris,Neilhouse,13,Anywhere But Here,2002,Rock,02:04,192
The Ataris,Perfectly Happy,14,Anywhere But Here,2002,Rock,00:57,192
The Ataris,Myself,15,Anywhere But Here,2002,Rock,02:18,192
The Ataris,Four Chord Wonder,16,Anywhere But Here,2002,Rock,01:46,192
The Ataris,Hey Kid,17,Anywhere But Here,2002,Rock,02:11,192
The Ataris,Sleepy,18,Anywhere But Here,2002,Rock,00:59,192
The Ataris,Angry Nerd Rock,19,Anywhere But Here,2002,Rock,02:54,192
The Ataris,1...2...3...4,20,Anywhere But Here,2002,Rock,00:44,192
The Ataris,Ray...,21,Anywhere But Here,2002,Rock,00:55,192
The Ataris,Butterfly,22,Anywhere But Here,2002,Rock,05:16,192
The Ataris,Losing Streak,01,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,01:52,273
The Ataris,1.15.96,02,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,03:54,273
The Ataris,San Dimas High School Football Rules,03,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,02:47,278
The Ataris,Your Boyfriend Sucks,04,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,02:48,265
The Ataris,I Won't Spend Another Night Alone,05,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,02:59,287
The Ataris,Broken Promise Ring,06,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,03:26,279
The Ataris,Angry Nerd Rock,07,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,02:34,263
The Ataris,The Last Song I Will Ever Write About A Girl,08,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,02:49,280
The Ataris,Choices,09,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,01:33,283
The Ataris,Better Way,10,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,02:03,276
The Ataris,My Hotel Year,11,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,01:26,258
The Ataris,Life Makes No Sense,12,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,01:42,267
The Ataris,Answer:,13,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,02:11,276
The Ataris,In Spite Of The World,14,"Blue Skies, Broken Hearts... Next 12 Exits",1999,Rock,03:37,275
The Ataris,Giving Up on Love,01,End Is Forever,2001,Pop/Punk,02:53,230
The Ataris,Summer Wind Was Always Our Song,02,End Is Forever,2001,Pop/Punk,03:56,231
The Ataris,I.O.U. One Galaxy,03,End Is Forever,2001,Pop/Punk,02:00,227
The Ataris,Bad Case of Broken Heart,04,End Is Forever,2001,Pop/Punk,01:58,219
The Ataris,"Up, Up, Down, Down, Left, Right, Left, Right, B, A, Start",05,End Is Forever,2001,Pop/Punk,03:01,225
The Ataris,Road Signs and Rock Songs,06,End Is Forever,2001,Pop/Punk,02:45,225
The Ataris,If You Really Wanna Hear About It,07,End Is Forever,2001,Pop/Punk,02:45,237
The Ataris,Fast Times at Drop-out High,08,End Is Forever,2001,Pop/Punk,03:39,237
The Ataris,Song for a Mix Tape,09,End Is Forever,2001,Pop/Punk,03:08,235
The Ataris,You Need a Hug,10,End Is Forever,2001,Pop/Punk,03:49,226
The Ataris,How I Spent My Summer Vacation,11,End Is Forever,2001,Pop/Punk,03:22,220
The Ataris,Teenage Riot,12,End Is Forever,2001,Pop/Punk,02:58,212
The Ataris,Song #13,13,End Is Forever,2001,Pop/Punk,02:25,238
The Ataris,Hello and Goodbye,14,End Is Forever,2001,Pop/Punk,02:22,195
The Ataris,Just Like Heaven (Cure Cover),01,Live,,Other,03:29,128
The Ataris,"So Long, Astoria",01,"So Long, Astoria",2003,Rock,03:23,320
The Ataris,Takeoffs And Landings,02,"So Long, Astoria",2003,Rock,03:53,320
The Ataris,In This Diary,03,"So Long, Astoria",2003,Rock,03:50,320
The Ataris,My Reply,04,"So Long, Astoria",2003,Rock,04:13,320
The Ataris,Unopened Letter To The World,05,"So Long, Astoria",2003,Rock,02:39,320
The Ataris,The Saddest Song,06,"So Long, Astoria",2003,Rock,04:15,320
The Ataris,Summer '79,07,"So Long, Astoria",2003,Rock,03:58,320
The Ataris,The Hero Dies In This One,08,"So Long, Astoria",2003,Rock,04:06,320
The Ataris,All You Can Ever Learn Is What You Already Know,09,"So Long, Astoria",2003,Rock,03:32,320
The Ataris,The Boys Of Summer,10,"So Long, Astoria",2003,Rock,04:18,320
The Ataris,Radio #2,11,"So Long, Astoria",2003,Rock,03:27,320
The Ataris,Looking Back On Today,12,"So Long, Astoria",2003,Rock,03:54,320
The Ataris,Eight Of Nine,13,"So Long, Astoria",2003,Rock,03:55,320
The Avalanches,Electricity,,Since I Left You,1999,Alternative,03:47,128
The Beach Boys,Wouldn't It Be Nice,01,Pet Sounds,1966,Sunshine Pop,02:25,256
The Beach Boys,You Still Believe in Me,02,Pet Sounds,1966,Sunshine Pop,02:34,256
The Beach Boys,That's Not Me,03,Pet Sounds,1966,Sunshine Pop,02:29,256
The Beach Boys,Don't Talk (Put Your Head on My Shoulder),04,Pet Sounds,1966,Sunshine Pop,02:54,256
The Beach Boys,I'm Waiting for the Day,05,Pet Sounds,1966,Sunshine Pop,03:06,256
The Beach Boys,Let's Go Away for Awhile,06,Pet Sounds,1966,Sunshine Pop,02:21,256
The Beach Boys,Sloop John B,07,Pet Sounds,1966,Sunshine Pop,02:59,256
The Beach Boys,God Only Knows,08,Pet Sounds,1966,Sunshine Pop,02:52,256
The Beach Boys,I Know There's an Answer,09,Pet Sounds,1966,Sunshine Pop,03:11,256
The Beach Boys,Here Today,10,Pet Sounds,1966,Sunshine Pop,02:55,256
The Beach Boys,I Just Wasn't Made for These Times,11,Pet Sounds,1966,Sunshine Pop,03:15,256
The Beach Boys,Pet Sounds,12,Pet Sounds,1966,Sunshine Pop,02:23,256
The Beach Boys,Caroline No,13,Pet Sounds,1966,Sunshine Pop,02:53,256
The Beach Boys,Hang on to Your Ego [*],14,Pet Sounds,1966,Sunshine Pop,03:03,256
The Beatles,A Hard Day's Night,01,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:35,174
The Beatles,I Should Have Known Better,02,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:46,168
The Beatles,If I Fell,03,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:24,151
The Beatles,I'm Happy Just To Dance With You,04,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:00,167
The Beatles,And I Love Her,05,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:33,148
The Beatles,Tell Me Why,06,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:12,177
The Beatles,Can't Buy Me Love,07,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:17,159
The Beatles,Any Time At All,08,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:15,157
The Beatles,I'll Cry Instead,09,A Hard Day's Night [2009 Mono Remaster],1964,Rock,01:50,165
The Beatles,Things We Said Today,10,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:40,162
The Beatles,When I Get Home,11,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:21,157
The Beatles,You Can't Do That,12,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:38,165
The Beatles,I'll Be Back,13,A Hard Day's Night [2009 Mono Remaster],1964,Rock,02:22,153
The Beatles,Come Together,01,Abbey Road (2009 Remaster),2009,,04:19,197
The Beatles,Something,02,Abbey Road (2009 Remaster),2009,,03:02,199
The Beatles,Maxwell's Silver Hammer,03,Abbey Road (2009 Remaster),2009,,03:27,195
The Beatles,Oh! Darling,04,Abbey Road (2009 Remaster),2009,,03:27,204
The Beatles,Octopus's Garden,05,Abbey Road (2009 Remaster),2009,,02:50,210
The Beatles,I Want You (She's So Heavy),06,Abbey Road (2009 Remaster),2009,,07:47,212
The Beatles,Here Comes The Sun,07,Abbey Road (2009 Remaster),2009,,03:05,196
The Beatles,Because,08,Abbey Road (2009 Remaster),2009,,02:45,202
The Beatles,You Never Give Me Your Money,09,Abbey Road (2009 Remaster),2009,,04:03,202
The Beatles,Sun King,10,Abbey Road (2009 Remaster),2009,,02:26,194
The Beatles,Mean Mr. Mustard,11,Abbey Road (2009 Remaster),2009,,01:06,202
The Beatles,Polythene Pam,12,Abbey Road (2009 Remaster),2009,,01:12,204
The Beatles,She Came In Through The Bathroom,13,Abbey Road (2009 Remaster),2009,,01:58,206
The Beatles,Golden Slumbers,14,Abbey Road (2009 Remaster),2009,,01:31,204
The Beatles,Carry That Weight,15,Abbey Road (2009 Remaster),2009,,01:36,213
The Beatles,The End,16,Abbey Road (2009 Remaster),2009,,02:21,198
The Beatles,Her Majesty,17,Abbey Road (2009 Remaster),2009,,00:26,169
The Beatles,No Reply,01,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:20,153
The Beatles,I'm A Loser,02,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:37,166
The Beatles,Baby's In Black,03,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:11,156
The Beatles,Rock And Roll Music,04,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:37,142
The Beatles,I'll Follow The Sun,05,Beatles For Sale [2009 Mono Remaster],1964,Rock,01:55,149
The Beatles,Mr. Moonlight,06,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:41,146
The Beatles,Kansas City/Hey-Hey-Hey-Hey!,07,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:38,148
The Beatles,Eight Days A Week,08,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:50,149
The Beatles,Words Of Love,09,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:18,150
The Beatles,Honey Don't,10,Beatles For Sale [2009 Mono Remaster],1964,Rock,03:03,153
The Beatles,Every Little Thing,11,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:08,146
The Beatles,I Don't Want To Spoil The Party,12,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:39,156
The Beatles,What You're Doing,13,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:38,152
The Beatles,Everybody's Trying To Be My Baby,14,Beatles For Sale [2009 Mono Remaster],1964,Rock,02:26,157
The Beatles,Help!,01,Help! [2009 Mono Remaster],1965,Rock,02:23,138
The Beatles,The Night Before,02,Help! [2009 Mono Remaster],1965,Rock,02:36,143
The Beatles,You've Got To Hide Your Love Away,03,Help! [2009 Mono Remaster],1965,Rock,02:11,142
The Beatles,I Need You,04,Help! [2009 Mono Remaster],1965,Rock,02:32,147
The Beatles,Another Girl,05,Help! [2009 Mono Remaster],1965,Rock,02:08,147
The Beatles,You're Going To Lose That Girl,06,Help! [2009 Mono Remaster],1965,Rock,02:22,147
The Beatles,Ticket To Ride,07,Help! [2009 Mono Remaster],1965,Rock,03:08,165
The Beatles,Act Naturally,08,Help! [2009 Mono Remaster],1965,Rock,02:33,157
The Beatles,It's Only Love,09,Help! [2009 Mono Remaster],1965,Rock,01:59,156
The Beatles,You Like Me Too Much,10,Help! [2009 Mono Remaster],1965,Rock,02:39,148
The Beatles,Tell Me What You See,11,Help! [2009 Mono Remaster],1965,Rock,02:40,154
The Beatles,I've Just Seen A Face,12,Help! [2009 Mono Remaster],1965,Rock,02:08,155
The Beatles,Yesterday,13,Help! [2009 Mono Remaster],1965,Rock,02:09,142
The Beatles,Dizzy Miss Lizzy,14,Help! [2009 Mono Remaster],1965,Rock,03:02,171
The Beatles,Two Of Us,01,Let It Be (2009 Stereo Remaster),2009,Pop,03:36,245
The Beatles,Dig A Pony,02,Let It Be (2009 Stereo Remaster),2009,Pop,03:55,223
The Beatles,Across the Universe,03,Let It Be (2009 Stereo Remaster),2009,Pop,03:48,228
The Beatles,I Me Mine,04,Let It Be (2009 Stereo Remaster),2009,Pop,02:25,254
The Beatles,Dig It,05,Let It Be (2009 Stereo Remaster),2009,Pop,00:50,232
The Beatles,Let It Be,06,Let It Be (2009 Stereo Remaster),2009,Pop,04:03,205
The Beatles,Maggie Mae,07,Let It Be (2009 Stereo Remaster),2009,Pop,00:40,254
The Beatles,I've Got A Feeling,08,Let It Be (2009 Stereo Remaster),2009,Pop,03:37,252
The Beatles,One After 909,09,Let It Be (2009 Stereo Remaster),2009,Pop,02:54,244
The Beatles,The Long and Winding Road,10,Let It Be (2009 Stereo Remaster),2009,Pop,03:38,226
The Beatles,For Your Blue,11,Let It Be (2009 Stereo Remaster),2009,Pop,02:32,236
The Beatles,Get Back,12,Let It Be (2009 Stereo Remaster),2009,Pop,03:09,222
The Beatles,Magical Mystery Tour,01,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,02:52,171
The Beatles,The Fool On The Hill,02,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,03:00,144
The Beatles,Flying,03,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,02:16,152
The Beatles,Blue Jay Way,04,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,03:56,161
The Beatles,Your Mother Should Know,05,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,02:30,150
The Beatles,I Am The Walrus,06,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,04:36,166
The Beatles,Hello Goodbye,07,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,03:31,158
The Beatles,Strawberry Fields Forever,08,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,04:10,149
The Beatles,Penny Lane,09,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,03:03,157
The Beatles,Baby You're A Rich Man,10,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,03:08,146
The Beatles,All You Need Is Love,11,Magical Mystery Tour [2009 Mono Remaster],1967,Rock,03:58,159
The Beatles,Love Me Do [Single Version],01,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1962,Rock,02:24,153
The Beatles,From Me To You,02,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1963,Rock,01:57,161
The Beatles,Thank You Girl,03,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1963,Rock,02:03,163
The Beatles,She Loves You,04,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1963,Rock,02:21,173
The Beatles,I'll Get You,05,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1963,Rock,02:06,163
The Beatles,I Want To Hold Your Hand,06,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1963,Rock,02:26,164
The Beatles,This Boy,07,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1963,Rock,02:16,155
The Beatles,"Komm, Gib Mir Deine Hand",08,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1964,Rock,02:25,153
The Beatles,Sie Leibt Dich,09,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1964,Rock,02:19,158
The Beatles,Long Tall Sally,10,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1964,Rock,02:02,177
The Beatles,I Call Your Name,11,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1964,Rock,02:11,173
The Beatles,Slow Down,12,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1964,Rock,02:57,176
The Beatles,Matchbox,13,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1988,Rock,01:58,164
The Beatles,I Feel Fine,14,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1964,Rock,02:23,151
The Beatles,She's a Woman,15,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1964,Rock,03:03,156
The Beatles,Bad Boy,16,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1965,Rock,02:19,178
The Beatles,Yes It Is,17,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1965,Rock,02:42,148
The Beatles,I'm Down,18,"Mono Masters, Vol. 1 [2009 Mono Remaster]",1965,Rock,02:37,163
The Beatles,Day Tripper,01,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1965,Rock,02:52,145
The Beatles,We Can Work It Out,02,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1965,Rock,02:15,152
The Beatles,Paperback Writer,03,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1966,Rock,02:25,147
The Beatles,Rain,04,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1966,Rock,03:01,147
The Beatles,Lady Madonna,05,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1968,Rock,02:17,151
The Beatles,The Inner Light,06,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1968,Rock,02:36,143
The Beatles,Hey Jude,07,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1968,Rock,07:19,146
The Beatles,Revolution,08,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1968,Rock,03:24,154
The Beatles,Only A Northern Song,09,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1967,Rock,03:25,154
The Beatles,All Together Now,10,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1967,Rock,02:11,142
The Beatles,Hey Bulldog,11,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1968,Rock,03:14,149
The Beatles,It's All Too Much,12,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1968,Rock,06:22,150
The Beatles,Get Back,13,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1969,Rock,03:11,139
The Beatles,Don't Let Me Down,14,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1969,Rock,03:32,140
The Beatles,Across The Universe,15,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1969,Rock,03:49,141
The Beatles,You Know My Name (Look Up The Number),16,"Mono Masters, Vol. 2 [2009 Mono Remaster]",1969,Rock,04:24,135
The Beatles,Love Me Do (Original Single Version),01,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:25,164
The Beatles,From Me To You,02,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,01:57,261
The Beatles,Thank You Girl,03,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:03,257
The Beatles,She Loves You,04,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:21,181
The Beatles,I'll Get You,05,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:06,172
The Beatles,I Want To Hold Your Hand,06,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:26,269
The Beatles,This Boy,07,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:16,246
The Beatles,"Komm, Gib Mir Deine Hand",08,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:25,249
The Beatles,Sie Liebt Dich,09,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:19,253
The Beatles,Long Tall Sally,10,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:02,276
The Beatles,I Call Your Name,11,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:08,256
The Beatles,Slow Down,12,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:56,256
The Beatles,Matchbox,13,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,01:58,257
The Beatles,I Feel Fine,14,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:19,241
The Beatles,She's A Woman,15,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,03:02,251
The Beatles,Bad Boy,16,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:20,283
The Beatles,Yes It Is,17,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:42,216
The Beatles,I'm Down,18,Past Masters Disc 1 (2009 Stereo Remaster),2009,Pop,02:33,246
The Beatles,Day Tripper,01,Past Masters Disc 2 (2009 Stereo Remaster),2009,Pop,02:49,244
The Beatles,We Can Work It Out,02,Past Masters Disc 2 (2009 Stereo Remaster),2009,Pop,02:15,258
The Beatles,Paperback Writer,03,Past Masters Disc 2 (2009 Stereo Remaster),2009,Pop,02:18,269
The Beatles,Rain,04,Past Masters Disc 2 (2009 Stereo Remaster),2009,Pop,03:01,267
The Beatles,Lady Madonna,05,Past Masters Disc 2 (2009 Stereo Remaster),2009,Pop,02:17,270
The Beatles,The Inner Light,06,Past Masters Disc 2 (2009 Stereo Remaster),2009,Pop,02:36,258
The Beatles,Hey Jude,07,Past Masters Disc 2 (2009 Stereo Remaster),2009,Pop,07:09,263
